District_C11ID,Area.Other.Kharif.Pulses,Prod.Other.Kharif.Pulses,Yield.Other.Kharif.Pulses,Area.Moong,Prod.Moong,Yield.Moong,Area.Moth,Prod.Moth,Yield.Moth,Area.Other.Rabi.Pulses,Prod.Other.Rabi.Pulses,Yield.Other.Rabi.Pulses,Area.Peas...Beans..Pulses.,Prod.Peas...Beans..Pulses.,Yield.Peas...Beans..Pulses.,Area.Urad,Prod.Urad,Yield.Urad,Area.Gram,Prod.Gram,Yield.Gram,Area.Masoor,Prod.Masoor,Yield.Masoor,Area.HorseGram,Prod.HorseGram,Yield.HorseGram,Area.Arhar..Tur.,Prod.Arhar..Tur.,Yield.Arhar..Tur.,areaTot,prodTot,yieldTot,diversity,dominant_pulses
196,190,137,0.72,67.625,37,0.555,6.5,2.5,0.665,2564,3330.5,1.365,2033.428571,2333,1.172857143,185.375,99.75,0.595,1824.272727,1673.181818,0.914545455,10893.22222,6141.666667,0.584444444,NA,NA,NA,2872.125,2583.5,0.8575,20636.54852,16338.09848,0.79170693,3.019833759,Area.Masoor
197,1291,802,0.62,333,132.75,0.3925,10.33333333,4,0.296666667,2620.5,3569.5,1.365,2838.428571,3541.857143,1.242857143,2034.125,1152.5,0.5725,2568.818182,2577.454545,0.998181818,217.1111111,166.1111111,0.783333333,NA,NA,NA,4742.5,4818.75,0.90625,16655.8162,16764.9228,1.006550661,5.550954458,Area.Arhar..Tur.
198,709,351,0.5,24.5,15.25,0.5875,NA,NA,NA,1864.5,2062.5,1.125,1132.857143,1279.714286,1.128571429,667.5,323.25,0.49,1195.454545,1047.272727,0.892727273,5.285714286,6,1.177142857,NA,NA,NA,4373.75,4419.25,0.90375,9972.847403,9504.237013,0.953011375,3.786355597,Area.Arhar..Tur.
199,658,311,0.47,163.125,46.375,0.3,4.5,1.5,0.35,4770.5,6981,1.465,4566.285714,6044.428571,1.342857143,842.875,410.125,0.48875,15625.72727,14935.18182,0.96,6153.222222,4762.888889,0.766666667,NA,NA,NA,15181.375,12828.25,0.8375,47965.61021,46320.74928,0.965707495,4.128457391,Area.Gram
200,3038,1504,0.5,56.5,18.625,0.35,NA,NA,NA,3182.5,1955,0.615,3484.142857,3013.571429,0.864285714,2796.5,1407.625,0.50125,10674.18182,9529.272727,0.908181818,9685.222222,6600.777778,0.69,NA,NA,NA,13031.875,8526,0.6475,45948.9219,32554.87193,0.708501323,5.064388676,Area.Arhar..Tur.
201,7850,4047,0.52,6407.875,3760.875,0.63375,13.75,5,0.365,284,270.5,0.955,435,767.8,1.72,1903.25,923.25,0.48625,1316.090909,1467.545455,1.090909091,3011,2620.888889,0.858888889,NA,NA,NA,5580.25,5362.875,1.01625,26801.21591,19225.73434,0.717345601,4.83664199,Area.Other.Kharif.Pulses
203,NA,NA,NA,321.6666667,184.5555556,0.57,NA,NA,NA,974.875,654.375,0.67,1345.555556,1264.333333,0.941111111,207.8888889,168.8888889,0.805555556,74.75,71.75,0.98125,13657,8062.777778,0.586666667,NA,NA,NA,5952.888889,8504.222222,1.412222222,22534.625,18910.90278,0.839193143,2.258298245,Area.Masoor
204,14.83333333,7.166666667,0.601666667,1346.375,710.25,0.59,NA,NA,NA,310.6666667,218.6666667,0.7,231.1111111,218.7777778,0.938888889,247.6666667,189.2222222,0.734444444,107,100,0.926666667,7813,5929.444444,0.761111111,NA,NA,NA,2187,2883.777778,1.297777778,12257.65278,10257.30556,0.836808298,2.214065937,Area.Masoor
205,NA,NA,NA,457.875,249.875,0.525,NA,NA,NA,176.125,115.25,0.67125,24,23,0.96,NA,NA,NA,NA,NA,NA,690.6666667,436.8888889,0.643333333,NA,NA,NA,140.1111111,148.4444444,1.218888889,1488.777778,973.4583333,0.653864094,3.003751166,Area.Masoor
206,37.2,23.4,0.504,3994.333333,2230.555556,0.563333333,NA,NA,NA,423.75,294.875,0.67125,250.3333333,234.8888889,0.938888889,104.3333333,78.33333333,0.736666667,224.5,219,0.94,4526.222222,3544.555556,0.757777778,41.25,32.25,0.7875,475.1111111,563,1.201111111,10077.03333,7220.858333,0.716565887,2.746453531,Area.Masoor
207,16.375,9.5,0.5425,7819.666667,4199,0.512222222,NA,NA,NA,137.75,110,0.79375,189.7777778,177.7777778,0.92,1105,803.3333333,0.732222222,185.3333333,131.7777778,0.867777778,7463.444444,4622,0.608888889,539,363.6666667,0.675,740,695.2222222,1,18196.34722,11112.27778,0.610687279,2.782436918,Area.Moong
208,23,13,0.585,22415.875,11403.875,0.51,NA,NA,NA,23.66666667,17.66666667,0.736666667,356.5,329.5,0.94,654.8333333,500.8333333,0.77,12.2,11.4,0.964,1655,873.6666667,0.54,1574,1294.666667,0.823333333,55,63.75,1.26,26770.075,14508.35833,0.541961811,1.410013917,Area.Moong
209,30,16.75,0.5525,8239.4,5286.6,0.638,NA,NA,NA,127,72,0.57,1307.75,1541.25,1.135,563.25,415.25,0.765,944,771.75,0.8525,2811.75,1505,0.53,1786,1590,0.89,343.25,389,1.13,16152.4,11587.6,0.717391843,3.180276793,Area.Moong
210,44.42857143,25.14285714,0.471428571,5285.555556,3099.333333,0.567777778,NA,NA,NA,108.3333333,76.33333333,0.73,64.375,71.125,1.03375,493.1111111,369.3333333,0.775555556,688.3333333,471.1111111,0.728888889,962.5555556,534.6666667,0.556666667,1349.666667,1075.666667,0.806666667,156.7777778,187.3333333,1.172222222,9153.136905,5910.045635,0.645685266,2.664365273,Area.Moong
211,155.6666667,90.33333333,0.56,10348.22222,6760.555556,0.631111111,NA,NA,NA,409.5,298,0.725,466.5555556,459.5555556,1.04,700.3333333,493,0.744444444,272.2222222,235.3333333,0.761111111,3290.555556,2222.666667,0.656666667,987,863.3333333,0.888333333,102.4444444,145.2222222,1.32,16732.5,11568,0.691349171,2.335623636,Area.Moong
212,7.25,8.25,0.9675,2113.111111,1109.444444,0.546666667,NA,NA,NA,97.16666667,72.66666667,0.741666667,253,266.7777778,1.041111111,3613.888889,2657,0.737777778,820,662.8888889,0.775555556,1460.555556,723.2222222,0.505555556,900,767.3333333,0.86,89.44444444,82.55555556,1.027777778,9354.416667,6350.138889,0.678838576,4.123212402,Area.Urad
213,22,12,0.55,17868.75,11513.625,0.6475,NA,NA,NA,139,103,0.74,1015.888889,973.8888889,0.954444444,463.1111111,348.3333333,0.73,37,34.25,0.9575,1425.888889,946.4444444,0.652222222,603.4,413,0.69,25.66666667,32.77777778,1.245555556,21600.70556,14377.31944,0.6655949,1.444741272,Area.Moong
214,41.66666667,21,0.523333333,19932.25,11919.75,0.5825,NA,NA,NA,13,10,0.77,792.4444444,760.5555556,0.955555556,1114.888889,761.6666667,0.722222222,5.75,5.5,0.9575,1142.333333,673.8888889,0.583333333,513.5,345.8333333,0.698333333,8,9.833333333,1.206666667,23563.83333,14508.02778,0.615690477,1.385585622,Area.Moong
215,17,9,0.53,8573.875,3995.375,0.465,NA,NA,NA,59,50.16666667,0.885,295.875,281.75,0.96,77.125,54.5,0.72375,477.5555556,373.6666667,0.853333333,3164.222222,2213.888889,0.702222222,82.5,59.16666667,0.685,430,403.5555556,0.934444444,13177.15278,7441.069444,0.564694784,2.066111261,Area.Moong
216,43,22.66666667,0.523333333,26092.125,14512.75,0.55625,NA,NA,NA,267,173.875,0.67,269.2222222,252.5555556,0.938888889,416.5555556,287.5555556,0.718888889,616.125,522.125,0.94875,1621.333333,1639.444444,0.97,NA,NA,NA,1197.666667,2263.444444,1.771111111,30523.02778,19674.41667,0.644576181,1.35896793,Area.Moong
217,77.66666667,37.66666667,0.508333333,1353.444444,574,0.472222222,NA,NA,NA,56.25,54.75,0.93375,695.3333333,669.5555556,0.963333333,220.4444444,158,0.727777778,68.125,74.125,1.29125,345,279.6666667,0.803333333,NA,NA,NA,1840,1927.111111,1.061111111,4656.263889,3774.875,0.810708991,3.685731552,Area.Arhar..Tur.
218,12.2,15.4,1.486,1475.888889,840.8888889,0.555555556,NA,NA,NA,15.5,12.16666667,0.915,914.2222222,880,0.963333333,279.4444444,201.8888889,0.723333333,167.4444444,206.4444444,1.235555556,396.2222222,327.1111111,0.814444444,NA,NA,NA,2457.333333,3265.555556,1.247777778,5718.255556,5749.455556,1.005456209,3.509906327,Area.Arhar..Tur.
219,59.66666667,44,0.53,3378.25,1917.875,0.57,NA,NA,NA,167.25,156.75,0.9275,359.6666667,346.7777778,0.963333333,258.3333333,188.3333333,0.725555556,443.8888889,604.6666667,1.214444444,520,411.1111111,0.793333333,NA,NA,NA,1655.222222,2046.666667,1.198888889,6842.277778,5716.180556,0.835420709,3.153196215,Area.Moong
220,41.28571429,21.71428571,0.525714286,12810.55556,5910.888889,0.462222222,NA,NA,NA,30.375,20.75,0.75375,38.33333333,34.77777778,0.911111111,594.5555556,441.2222222,0.751111111,388.625,354.125,0.9575,357.5555556,367,0.984444444,NA,NA,NA,1311.888889,1239.555556,0.956666667,15573.1746,8390.03373,0.538749095,1.456880478,Area.Moong
221,114,77.66666667,0.66,9943.444444,7439.555556,0.704444444,NA,NA,NA,104.75,83.25,0.79375,305.6666667,291,0.947777778,1165.888889,857.1111111,0.738888889,116.2222222,95.44444444,0.864444444,1588.111111,1194.666667,0.747777778,15.8,13.2,0.74,1935.555556,2212.888889,1.132222222,15289.43889,12264.78333,0.802173541,2.19229783,Area.Moong
222,77.5,43.25,0.55625,608.3333333,355.2222222,0.613333333,NA,NA,NA,232,161.75,0.6875,1085.777778,1004,0.924444444,1028.222222,733.6666667,0.716666667,113.6666667,107.7777778,0.877777778,828.3333333,657.1111111,0.791111111,286.8,227.8,0.794,1149.444444,1702.111111,1.49,5410.077778,4992.688889,0.922849743,6.137864636,Area.Arhar..Tur.
223,26.85714286,14.57142857,0.557142857,1346,806.2222222,0.621111111,NA,NA,NA,37.875,26.125,0.71375,1232.333333,1143.555556,0.924444444,3266.555556,2462,0.751111111,187.6666667,157.6666667,0.853333333,731,520.3333333,0.735555556,369.3333333,295,0.796666667,221.5555556,286.3333333,1.295555556,7419.176587,5711.80754,0.769870817,3.729791973,Area.Urad
224,101.875,55.25,0.5525,740.3333333,452.8888889,0.624444444,NA,NA,NA,114.2857143,75.42857143,0.738571429,1628,1539.777778,0.942222222,6961.777778,5202.333333,0.754444444,3245.111111,2460.333333,0.751111111,3172.333333,2171.888889,0.685555556,1024.166667,789,0.785,707,967.3333333,1.402222222,17694.88294,13714.23413,0.775039551,4.240858905,Area.Urad
225,346.5,193,0.5675,1711.1,1067.2,0.61,NA,NA,NA,253.2,215.4,0.853,119,112.6666667,0.942222222,903.875,723,0.76375,3434.555556,2640.111111,0.762222222,2034.555556,1394,0.668888889,1293.333333,1008.5,0.785,874.4444444,1263.555556,1.423333333,10970.56389,8617.433333,0.78550505,5.393104586,Area.Gram
226,127,78,0.56,253.5555556,148.5555556,0.601111111,NA,NA,NA,15.5,11.5,0.74,228.6666667,210,0.928888889,284.5555556,212.4444444,0.741111111,938.7777778,769.7777778,0.828888889,628,458.5555556,0.753333333,276.6666667,222.1666667,0.795,93.33333333,127.1111111,1.395555556,2846.055556,2238.111111,0.786390521,5.143324175,Area.Gram
227,180,97.5,0.54,28.16666667,14.83333333,0.621666667,NA,NA,NA,NA,NA,NA,308,291,0.923333333,45,34,0.76,3546.777778,3135.666667,0.922222222,7147.555556,5954.111111,0.86,78.5,62.75,0.7875,182.7777778,250.5555556,1.414444444,11516.77778,9840.416667,0.854441829,2.077737245,Area.Masoor
228,NA,NA,NA,2.8,1.5,0.4575,NA,NA,NA,NA,NA,NA,141.4,136.8,0.942,2.75,1.75,0.6275,1526.555556,1542.444444,0.991111111,3421.888889,2939.888889,0.855555556,NA,NA,NA,128.5555556,181,1.397777778,5223.95,4803.383333,0.919492593,1.938704542,Area.Masoor
229,38.6,23,0.59,263.8888889,158.4444444,0.594444444,NA,NA,NA,16,12,0.75,236.6666667,212.4444444,0.887777778,27.5,23,0.83,4737.444444,4004.444444,0.846666667,12406,9299.666667,0.747777778,5,4,0.8,617.5555556,996.6666667,1.474444444,18348.65556,14733.66667,0.802983446,1.903594924,Area.Masoor
230,76.5,43.5,0.565,166.7777778,94.11111111,0.574444444,NA,NA,NA,1,1,1,2283.444444,2083.888889,0.91,3,2.375,0.7825,8809.444444,10749.33333,1.183333333,25530,28899.88889,1.116666667,NA,NA,NA,582.7777778,674.3333333,1.148888889,37452.94444,42548.43056,1.136050348,1.90853259,Area.Masoor
231,14.875,9,0.53,107.6666667,69.88888889,0.621111111,NA,NA,NA,8.5,6,0.7175,1723.222222,1612.444444,0.931111111,60.42857143,50.57142857,0.812857143,4697,5066,1.072222222,8579,7734.444444,0.907777778,5,4,0.8,1225.111111,1731.666667,1.38,16420.80357,16284.01587,0.991669854,2.692469853,Area.Masoor
232,5.5,2.75,0.495,73.77777778,44.88888889,0.612222222,NA,NA,NA,275.75,193.5,0.72,782.3333333,724.1111111,0.926666667,197.4,169.6,0.852,2107.111111,2240,1.058888889,7395.777778,8390.666667,1.11,NA,NA,NA,670.3333333,884.4444444,1.361111111,11507.98333,12649.96111,1.099233527,2.195543448,Area.Masoor
233,95.6,52.6,0.576,68.75,38,0.56,NA,NA,NA,NA,NA,NA,967.7777778,936.8888889,0.966666667,136.3333333,109.1111111,0.795555556,6899.888889,6324.666667,0.934444444,5472.444444,4762.777778,0.858888889,21.5,19,0.785,2053.444444,2127,1.077777778,15715.73889,14370.04444,0.914372817,2.984985612,Area.Gram
234,28.66666667,14.66666667,0.585,260.2222222,151.6666667,0.583333333,NA,NA,NA,15.33333333,10.33333333,0.646666667,949,880.1111111,0.927777778,54.33333333,42.77777778,0.784444444,5072,5078.333333,1.004444444,5661,4569,0.816666667,174.3333333,140,0.801666667,1232.666667,1397,1.132222222,13447.55556,12283.88889,0.913466305,2.999235101,Area.Masoor
235,71,38.125,0.51625,21.44444444,12.11111111,0.548888889,NA,NA,NA,16.2,10.2,0.7,1236.888889,1176.555556,0.947777778,12.25,9.285714286,0.744285714,6471,6127.777778,0.942222222,13828.66667,10843.77778,0.773333333,22.4,17.6,0.786,862.4444444,1117.222222,1.273333333,22542.29444,19352.65516,0.858504231,2.158816058,Area.Masoor
236,91,50.125,0.54125,1075.888889,612.8888889,0.585555556,NA,NA,NA,114.1666667,82.33333333,0.7,563,530,0.948888889,193.7777778,137,0.671111111,5130.666667,4742.222222,0.876666667,5848.666667,4671.111111,0.802222222,668.1666667,534.1666667,0.798333333,2245.222222,2676.555556,1.186666667,15930.55556,14036.40278,0.88109939,3.756876843,Area.Masoor
237,78.75,48.75,0.705,1018.222222,580.6666667,0.58,NA,NA,NA,32,24,0.75,220.4444444,208,0.948888889,146.7777778,100.6666667,0.682222222,2145.666667,1752.444444,0.812222222,3063.666667,1996.666667,0.65,472.8333333,374.3333333,0.796666667,902.1111111,768.8888889,0.862222222,8080.472222,5854.416667,0.724514175,4.045114046,Area.Masoor
238,72.66666667,37.66666667,0.52,369.5555556,225,0.642222222,NA,NA,NA,109.5714286,59.85714286,0.722857143,58.66666667,54.55555556,0.924444444,9.571428571,6.714285714,0.87,1250,854.4444444,0.663333333,733.3333333,529.3333333,0.711111111,1315.2,1040.8,0.796,476.1111111,568.1111111,1.143333333,4394.67619,3376.48254,0.76831202,4.582988363,Area.HorseGram
239,3.166666667,1.8,0.506,79.22222222,43.33333333,0.563333333,NA,NA,NA,96.5,68,0.705,845,804.1111111,0.95,35.55555556,25.44444444,0.678888889,2160.222222,2130.777778,0.976666667,6404.444444,5772,0.883333333,32,25.66666667,0.826666667,272.4444444,318,1.151111111,9928.555556,9189.133333,0.9255257,2.120392562,Area.Masoor
240,14.5,7.5,0.515,126,75,0.602,NA,NA,NA,33,24,0.73,1151.2,1101.8,0.954,30.6,22.2,0.748,718.4,608.2,0.82,2761,2136.6,0.776,27,22.33333333,0.81,85.6,91,1.076,4947.3,4088.633333,0.826437316,2.578936105,Area.Masoor
241,117,107.6,0.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,64.18181818,1.167272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,171.7818182,0.918619349,1.881166281,Area.Other.Kharif.Pulses
242,671,756,1.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401.818182,1094.454545,0.778181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072.818182,1850.454545,0.892724003,1.778873255,Area.Urad
243,890,981,1.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593.636364,1276,0.801818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2483.636364,2257,0.90874817,1.851399372,Area.Urad
244,1269,1331.3,1.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.5454545,343.6363636,0.682727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743.545455,1674.936364,0.960649669,1.656148557,Area.Other.Kharif.Pulses
245,179,213,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,213,1.189944134,1,Area.Other.Kharif.Pulses
246,195,160,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,160,0.820512821,1,Area.Other.Kharif.Pulses
247,843,886,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,886,1.051008304,1,Area.Other.Kharif.Pulses
248,640,628,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,628,0.98125,1,Area.Other.Kharif.Pulses
249,348,360,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,360,1.034482759,1,Area.Other.Kharif.Pulses
250,937,957,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937,957,1.021344717,1,Area.Other.Kharif.Pulses
251,275,220,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,220,0.8,1,Area.Other.Kharif.Pulses
252,1669,2228,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669,2228,1.334931096,1,Area.Other.Kharif.Pulses
253,114,94,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,94,0.824561404,1,Area.Other.Kharif.Pulses
254,197,219,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,219,1.111675127,1,Area.Other.Kharif.Pulses
255,530,532,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,532,1.003773585,1,Area.Other.Kharif.Pulses
256,415,436,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,436,1.05060241,1,Area.Other.Kharif.Pulses
257,746,637,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,637,0.853887399,1,Area.Other.Kharif.Pulses
258,367,359,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,359,0.978201635,1,Area.Other.Kharif.Pulses
259,232,182,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,182,0.784482759,1,Area.Other.Kharif.Pulses
260,155,187,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,187,1.206451613,1,Area.Other.Kharif.Pulses
261,382.8571429,408.5714286,0.968571429,144.4444444,162.2222222,1.043333333,NA,NA,NA,662.5,643.75,0.93875,733,743,1.045,55,50,0.935,85,88.33333333,0.928333333,246.6666667,255,1.036666667,30,40,1.33,510,385.5555556,0.913333333,2849.468254,2776.43254,0.974368651,5.501988956,Area.Peas...Beans..Pulses.
262,502.8571429,528.5714286,0.951428571,141,140,0.957,NA,NA,NA,880,860,0.91,926,1020,1.113,55,50,0.935,94.44444444,86.66666667,0.918888889,243.3333333,245,1.003333333,30,20,0.67,666.6666667,674.4444444,1.004444444,3539.301587,3624.68254,1.024123673,5.173903895,Area.Peas...Beans..Pulses.
263,474.2857143,442.8571429,0.902857143,138,155.5555556,1.034444444,NA,NA,NA,753.75,781.25,0.9975,810,848,1.065,40,36.66666667,0.923333333,70,61.11111111,0.887777778,243.3333333,236.6666667,0.955,30,40,1.33,642.2222222,610,0.967777778,3201.59127,3212.107143,1.003284577,5.263820003,Area.Peas...Beans..Pulses.
264,815.7142857,801.4285714,0.895714286,133,146,1.051,NA,NA,NA,1200,1156.25,0.89125,1100,1162,1.138,65,55,0.915,130,131.25,0.9775,298.3333333,276.6666667,0.953333333,50,40,0.8,634.4444444,702.2222222,1.102222222,4426.492063,4470.81746,1.010013662,5.091652706,Area.Other.Rabi.Pulses
265,528.5714286,570,1.061428571,345,264,0.93,NA,NA,NA,1225.714286,1178.571429,1.067142857,1115.555556,1203.333333,1.177777778,180,176.6666667,0.873333333,174.4444444,193.3333333,1.101111111,485,421.6666667,0.796666667,40,40,1,1564.444444,1555.555556,0.986666667,5658.730159,5603.126984,0.990173913,5.434331606,Area.Arhar..Tur.
266,602.8571429,630,0.972857143,158,158,0.943,NA,NA,NA,682.5,720,1.06375,1141,1276,1.127,43.33333333,33.33333333,0.773333333,138.8888889,90,0.795555556,240,253.3333333,0.906666667,40,30,0.75,581.1111111,582.2222222,0.995555556,3627.690476,3772.888889,1.040025028,5.112428799,Area.Peas...Beans..Pulses.
267,1315.714286,1047.142857,0.787142857,153.75,150,0.9575,NA,NA,NA,701.4285714,768.5714286,1.061428571,798,797,1.032,65,60,0.94,84.44444444,83.33333333,0.933333333,253.3333333,251.6666667,1.025,20,20,1,413.3333333,391.1111111,0.972222222,3805.003968,3568.825397,0.937929481,4.625093143,Area.Other.Kharif.Pulses
270,445.7142857,428.5714286,0.968571429,131,130,0.97,NA,NA,NA,436.25,468.75,1.05875,905,968,1.064,50,45,0.9,105,103.75,1.0025,296.6666667,296.6666667,0.878333333,40,50,1.25,441.1,454.7,0.996,2850.730952,2945.438095,1.033222056,5.336427314,Area.Peas...Beans..Pulses.
272,1081.25,551.25,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,548.75,0.5075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,0.5,2201.25,1120,0.508801817,2.073295248,Area.Other.Kharif.Pulses
273,20,14,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,102.5,0.56875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,116.5,0.541860465,1.202992843,Area.Peas...Beans..Pulses.
274,60,32,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,767.5,391.25,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827.5,423.25,0.511480363,1.155402056,Area.Peas...Beans..Pulses.
275,348.75,175,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.75,71.25,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.5,246.25,0.505128205,1.686963466,Area.Other.Kharif.Pulses
276,308.5714286,155.7142857,0.572857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.75,270,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842.3214286,425.7142857,0.505405978,1.866601762,Area.Peas...Beans..Pulses.
277,261.4285714,132.8571429,0.515714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,145,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.4285714,277.8571429,0.508496732,1.996285267,Area.Peas...Beans..Pulses.
278,481.4285714,244.2857143,0.507142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,435,0.5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331.428571,679.2857143,0.510193133,1.857645735,Area.Peas...Beans..Pulses.
279,182,92,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.6666667,418.3333333,0.508333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.666667,510.3333333,0.508468947,1.422283653,Area.Peas...Beans..Pulses.
280,35,20,0.6425,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,301.25,0.52875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,321.25,0.526639344,1.121289739,Area.Peas...Beans..Pulses.
281,293.5,241.1666667,0.773333333,23.33333333,28.33333333,1.193333333,NA,NA,NA,187.5,182.5,1.018333333,140.5,159,1.125,20.5,27,1.335,23,26,1.13,2.333333333,3.666666667,1.556666667,NA,NA,NA,46,55.5,1.2,736.6666667,723.1666667,0.981674208,3.751560238,Area.Other.Kharif.Pulses
282,230,205.875,1.05625,12.2,17.4,1.402,NA,NA,NA,344.5,471.375,1.49875,54,66.33333333,1.223333333,26.5,34.75,1.53,15,10,0.67,9,5.6,0.632,NA,NA,NA,91.66666667,55.33333333,0.616666667,782.8666667,866.6666667,1.107042493,3.329855183,Area.Other.Rabi.Pulses
283,743.5,912.7,1.444,17,12.4,0.688,NA,NA,NA,278.7,477.3,1.946,76.25,57.25,0.7275,4.5,3,0.6725,3,3,1,14.33333333,19,0.956666667,NA,NA,NA,28.42857143,49.57142857,1.528571429,1165.711905,1534.221429,1.316124012,2.131209104,Area.Other.Kharif.Pulses
285,510.2,438,0.842,NA,NA,NA,NA,NA,NA,79.5,192.25,2.405,50,45,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.7,675.25,1.055572925,1.520546845,Area.Other.Kharif.Pulses
286,476,403.25,1.0325,25.6,30,1.16,NA,NA,NA,152,261.25,1.74375,104.3333333,115.6666667,1.196666667,7,5,0.7,5,4,0.8,2,1.333333333,0.69,NA,NA,NA,45.2,52.2,1.16,817.1333333,872.7,1.068001958,2.535513814,Area.Other.Kharif.Pulses
287,110.4,68.8,0.588,10,8,0.8,NA,NA,NA,60,77,1.35,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0.5,NA,NA,NA,4,2,0.5,198.4,157.8,0.795362903,2.457064099,Area.Other.Kharif.Pulses
